postal_code,name,municipality,prefecture,periphery,type
24008,ΔΙΑΒΟΛΙΤΣΙ,ΑΝΔΑΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΔΗΜΟΥ
24009,ΑΡΦΑΡΑ,ΑΡΦΑΡΩΝ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΔΗΜΟΥ
24011,ΔΩΡΙΟ,ΔΩΡΙΟΥ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΔΗΜΟΥ
24024,ΣΤΟΥΠΑ,ΛΕΥΚΤΡΟΥ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,
24131,ΚΑΛΑΜΑΤΑ,ΚΑΛΑΜΑΤΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΝΟΜΟΥ
24132,ΚΑΛΑΜΑΤΑ,ΚΑΛΑΜΑΤΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΝΟΜΟΥ
24133,ΚΑΛΑΜΑΤΑ,ΚΑΛΑΜΑΤΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΝΟΜΟΥ
24134,ΚΑΛΑΜΑΤΑ,ΚΑΛΑΜΑΤΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΝΟΜΟΥ
24150,ΠΑΡΑΛΙΑ ΒΕΡΓΑΣ,ΚΑΛΑΜΑΤΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΔΗΜ. ΔΙΑΜΕΡ.
24200,ΜΕΣΣΗΝΗ,ΜΕΣΣΗΝΗΣ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΔΗΜΟΥ
24300,ΦΙΛΙΑΤΡΑ,ΦΙΛΙΑΤΡΩΝ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΔΗΜΟΥ
24400,ΓΑΡΓΑΛΙΑΝΟΙ,ΓΑΡΓΑΛΙΑΝΩΝ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΔΗΜΟΥ
24400,ΓΑΡΓΑΛΙΑΝΟΙ,ΓΑΡΓΑΛΙΑΝΩΝ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΔΗΜΟΥ
24500,ΚΥΠΑΡΙΣΣΙΑ,ΚΥΠΑΡΙΣΣΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΔΗΜΟΥ
25001,ΚΑΛΑΒΡΥΤΑ,ΚΑΛΑΒΡΥΤΩΝ,ΑΧΑΪΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΔΗΜΟΥ
25002,ΒΡΑΧΝΑΙΙΚΑ,ΒΡΑΧΝΑΙΙΚΩΝ,ΑΧΑΪΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΔΗΜΟΥ
25003,ΔΙΑΚΟΠΤΟ,ΔΙΑΚΟΠΤΟΥ,ΑΧΑΪΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΔΗΜΟΥ
25004,ΔΑΦΝΗ,ΠΑΪΩΝ,ΑΧΑΪΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΔΗΜΟΥ
25006,ΑΚΡΑΤΑ,ΑΚΡΑΤΑΣ,ΑΧΑΪΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΔΗΜΟΥ
25007,ΚΛΕΙΤΟΡΙΑ,ΛΕΥΚΑΣΙΟΥ,ΑΧΑΪΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΔΗΜΟΥ
25008,ΧΑΛΑΝΔΡΙΤΣΑ,ΦΑΡΡΩΝ,ΑΧΑΪΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΔΗΜΟΥ
25015,ΣΤΑΥΡΟΔΡΟΜΙ,ΤΡΙΤΑΙΑΣ,ΑΧΑΪΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΔΗΜΟΥ
25100,ΑΙΓΙΟ,ΑΙΓΙΟΥ,ΑΧΑΪΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΔΗΜΟΥ
25200,ΚΑΤΩ ΑΧΑΙΑ,ΔΥΜΗΣ,ΑΧΑΪΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΔΗΜΟΥ
26221,ΠΑΤΡΑ,ΠΑΤΡΕΩΝ,ΑΧΑΪΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΠΕΡΙΦΕΡΕΙΑΣ
26222,ΠΑΤΡΑ,ΠΑΤΡΕΩΝ,ΑΧΑΪΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΠΕΡΙΦΕΡΕΙΑΣ
26223,ΠΑΤΡΑ,ΠΑΤΡΕΩΝ,ΑΧΑΪΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΠΕΡΙΦΕΡΕΙΑΣ
26224,ΠΑΤΡΑ,ΠΑΤΡΕΩΝ,ΑΧΑΪΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΠΕΡΙΦΕΡΕΙΑΣ
26225,ΠΑΤΡΑ,ΠΑΤΡΕΩΝ,ΑΧΑΪΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΠΕΡΙΦΕΡΕΙΑΣ
26226,ΠΑΤΡΑ,ΠΑΤΡΕΩΝ,ΑΧΑΪΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΠΕΡΙΦΕΡΕΙΑΣ
26331,ΠΑΤΡΑ,ΠΑΤΡΕΩΝ,ΑΧΑΪΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΠΕΡΙΦΕΡΕΙΑΣ
26332,ΠΑΤΡΑ,ΠΑΤΡΕΩΝ,ΑΧΑΪΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΠΕΡΙΦΕΡΕΙΑΣ
26333,ΠΑΤΡΑ,ΠΑΤΡΕΩΝ,ΑΧΑΪΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΠΕΡΙΦΕΡΕΙΑΣ
26333,ΠΑΤΡΑ,ΠΑΤΡΕΩΝ,ΑΧΑΪΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΠΕΡΙΦΕΡΕΙΑΣ
26334,ΟΒΡΙΑ,ΜΕΣΣΑΤΙΔΟΣ,ΑΧΑΪΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΔΗΜΟΥ
26335,ΠΑΤΡΑ,ΠΑΤΡΕΩΝ,ΑΧΑΪΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΠΕΡΙΦΕΡΕΙΑΣ
26336,ΠΑΤΡΑ,ΠΑΤΡΕΩΝ,ΑΧΑΪΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΠΕΡΙΦΕΡΕΙΑΣ
26441,ΠΑΤΡΑ,ΠΑΤΡΕΩΝ,ΑΧΑΪΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΠΕΡΙΦΕΡΕΙΑΣ
26442,ΠΑΤΡΑ,ΠΑΤΡΕΩΝ,ΑΧΑΪΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΠΕΡΙΦΕΡΕΙΑΣ
26443,ΠΑΤΡΑ,ΠΑΤΡΕΩΝ,ΑΧΑΪΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΠΕΡΙΦΕΡΕΙΑΣ
26443,ΠΑΤΡΑ,ΠΑΤΡΕΩΝ,ΑΧΑΪΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΠΕΡΙΦΕΡΕΙΑΣ
26500,ΠΑΡΑΛΙΑ,ΠΑΡΑΛΙΑΣ,ΑΧΑΪΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΔΗΜΟΥ
27050,ΒΑΡΘΟΛΟΜΙΟ,ΒΑΡΘΟΛΟΜΙΟΥ,ΗΛΕΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΔΗΜΟΥ
27051,ΑΝΔΡΑΒΙΔΑ,ΑΝΔΡΑΒΙΔΑΣ,ΗΛΕΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΔΗΜΟΥ
27052,ΒΑΡΔΑ,ΒΟΥΠΡΑΣΙΑΣ,ΗΛΕΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΔΗΜΟΥ
27053,ΛΕΧΑΙΝΑ,ΛΕΧΑΙΝΩΝ,ΗΛΕΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΔΗΜΟΥ
27053,ΛΕΧΑΙΝΑ,ΛΕΧΑΙΝΩΝ,ΗΛΕΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΔΗΜΟΥ
27054,ΖΑΧΑΡΩ,ΖΑΧΑΡΩΣ,ΗΛΕΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΔΗΜΟΥ
27055,ΚΡΕΣΤΕΝΑ,ΣΚΙΛΛΟΥΝΤΟΣ,ΗΛΕΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΔΗΜΟΥ
27056,ΝΕΑ ΦΙΓΑΛΕΙΑ,ΦΙΓΑΛΕΙΑΣ,ΗΛΕΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΔΗΜΟΥ
27061,ΑΝΔΡΙΤΣΑΙΝΑ,ΑΝΔΡΙΤΣΑΙΝΗΣ,ΗΛΕΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΔΗΜΟΥ
27063,ΠΑΝΟΠΟΥΛΟΣ,ΛΑΣΙΩΝΟΣ,ΗΛΕΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΔΗΜΟΥ
27064,ΚΑΡΑΤΟΥΛΑΣ,ΩΛΕΝΗΣ,ΗΛΕΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΔΗΜΟΥ
27065,ΑΡΧΑΙΑ ΟΛΥΜΠΙΑ,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,ΗΛΕΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΔΗΜΟΥ
27066,ΛΑΛΑΣ,ΦΟΛΟΗΣ,ΗΛΕΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΔΗΜΟΥ
27067,ΚΑΤΑΚΟΛΟ,ΠΥΡΓΟΥ,ΗΛΕΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΔΗΜ. ΔΙΑΜΕΡ.
27069,ΣΙΜΟΠΟΥΛΟ,ΠΗΝΕΙΑΣ,ΗΛΕΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΔΗΜΟΥ
27131,ΠΥΡΓΟΣ,ΠΥΡΓΟΥ,ΗΛΕΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΝΟΜΟΥ
27150,ΕΠΙΤΑΛΙΟ,ΒΩΛΑΚΟΣ,ΗΛΕΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΔΗΜΟΥ
27200,ΑΜΑΛΙΑΔΑ,ΑΜΑΛΙΑΔΑΣ,ΗΛΕΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΔΗΜΟΥ
27300,ΓΑΣΤΟΥΝΗ,ΓΑΣΤΟΥΝΗΣ,ΗΛΕΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΔΗΜΟΥ
28080,ΣΑΜΗ,ΣΑΜΗΣ,ΚΕΦΑΛΛΗΝΙΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ,ΠΡΩΤ. ΔΗΜΟΥ
28084,ΒΑΣΙΛΙΚΙΑΔΕΣ,ΕΡΙΣΟΥ,ΚΕΦΑΛΛΗΝΙΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ,ΠΡΩΤ. ΔΗΜΟΥ
28084,ΒΑΣΙΛΙΚΙΑΔΕΣ,ΕΡΙΣΟΥ,ΚΕΦΑΛΛΗΝΙΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ,ΠΡΩΤ. ΔΗΜΟΥ
28086,ΠΟΡΟΣ,ΕΛΕΙΟΥ - ΠΡΟΝΩΝ,ΚΕΦΑΛΛΗΝΙΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ,ΠΡΩΤ. ΔΗΜ. ΔΙΑΜΕΡ.
28100,ΑΡΓΟΣΤΟΛΙ,ΑΡΓΟΣΤΟΛΙΟΥ,ΚΕΦΑΛΛΗΝΙΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ,ΠΡΩΤ. ΝΟΜΟΥ
28200,ΛΗΞΟΥΡΙ,ΠΑΛΙΚΗΣ,ΚΕΦΑΛΛΗΝΙΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ,ΠΡΩΤ. ΔΗΜΟΥ
28200,ΛΗΞΟΥΡΙ,ΠΑΛΙΚΗΣ,ΚΕΦΑΛΛΗΝΙΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ,ΠΡΩΤ. ΔΗΜΟΥ
28300,ΙΘΑΚΗ,ΙΘΑΚΗΣ,ΚΕΦΑΛΛΗΝΙΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ,ΠΡΩΤ. ΔΗΜΟΥ
28300,ΙΘΑΚΗ,ΙΘΑΚΗΣ,ΚΕΦΑΛΛΗΝΙΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ,ΠΡΩΤ. ΔΗΜΟΥ
28300,ΙΘΑΚΗ,ΙΘΑΚΗΣ,ΚΕΦΑΛΛΗΝΙΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ,ΠΡΩΤ. ΔΗΜΟΥ
28300,ΙΘΑΚΗ,ΙΘΑΚΗΣ,ΚΕΦΑΛΛΗΝΙΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ,ΠΡΩΤ. ΔΗΜΟΥ
28300,ΙΘΑΚΗ,ΙΘΑΚΗΣ,ΚΕΦΑΛΛΗΝΙΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ,ΠΡΩΤ. ΔΗΜΟΥ
28300,ΙΘΑΚΗ,ΙΘΑΚΗΣ,ΚΕΦΑΛΛΗΝΙΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ,ΠΡΩΤ. ΔΗΜΟΥ
28300,ΙΘΑΚΗ,ΙΘΑΚΗΣ,ΚΕΦΑΛΛΗΝΙΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ,ΠΡΩΤ. ΔΗΜΟΥ
28300,ΙΘΑΚΗ,ΙΘΑΚΗΣ,ΚΕΦΑΛΛΗΝΙΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ,ΠΡΩΤ. ΔΗΜΟΥ
28300,ΙΘΑΚΗ,ΙΘΑΚΗΣ,ΚΕΦΑΛΛΗΝΙΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ,ΠΡΩΤ. ΔΗΜΟΥ
28300,ΙΘΑΚΗ,ΙΘΑΚΗΣ,ΚΕΦΑΛΛΗΝΙΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ,ΠΡΩΤ. ΔΗΜΟΥ
28300,ΙΘΑΚΗ,ΙΘΑΚΗΣ,ΚΕΦΑΛΛΗΝΙΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ,ΠΡΩΤ. ΔΗΜΟΥ
28300,ΙΘΑΚΗ,ΙΘΑΚΗΣ,ΚΕΦΑΛΛΗΝΙΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ,ΠΡΩΤ. ΔΗΜΟΥ
28300,ΙΘΑΚΗ,ΙΘΑΚΗΣ,ΚΕΦΑΛΛΗΝΙΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ,ΠΡΩΤ. ΔΗΜΟΥ
28300,ΙΘΑΚΗ,ΙΘΑΚΗΣ,ΚΕΦΑΛΛΗΝΙΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ,ΠΡΩΤ. ΔΗΜΟΥ
28300,ΙΘΑΚΗ,ΙΘΑΚΗΣ,ΚΕΦΑΛΛΗΝΙΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ,ΠΡΩΤ. ΔΗΜΟΥ
28300,ΙΘΑΚΗ,ΙΘΑΚΗΣ,ΚΕΦΑΛΛΗΝΙΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ,ΠΡΩΤ. ΔΗΜΟΥ
28300,ΙΘΑΚΗ,ΙΘΑΚΗΣ,ΚΕΦΑΛΛΗΝΙΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ,ΠΡΩΤ. ΔΗΜΟΥ
28300,ΙΘΑΚΗ,ΙΘΑΚΗΣ,ΚΕΦΑΛΛΗΝΙΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ,ΠΡΩΤ. ΔΗΜΟΥ
28300,ΙΘΑΚΗ,ΙΘΑΚΗΣ,ΚΕΦΑΛΛΗΝΙΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ,ΠΡΩΤ. ΔΗΜΟΥ
28300,ΙΘΑΚΗ,ΙΘΑΚΗΣ,ΚΕΦΑΛΛΗΝΙΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ,ΠΡΩΤ. ΔΗΜΟΥ
28300,ΙΘΑΚΗ,ΙΘΑΚΗΣ,ΚΕΦΑΛΛΗΝΙΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ,ΠΡΩΤ. ΔΗΜΟΥ
28300,ΙΘΑΚΗ,ΙΘΑΚΗΣ,ΚΕΦΑΛΛΗΝΙΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ,ΠΡΩΤ. ΔΗΜΟΥ
28300,ΙΘΑΚΗ,ΙΘΑΚΗΣ,ΚΕΦΑΛΛΗΝΙΑΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ,ΠΡΩΤ. ΔΗΜΟΥ
29090,ΚΑΤΑΣΤΑΡΙ,ΑΛΥΚΩΝ,ΖΑΚΥΝΘΟΥ,ΙΟΝΙΩΝ ΝΗΣΩΝ,ΠΡΩΤ. ΔΗΜΟΥ
29090,ΚΑΤΑΣΤΑΡΙ,ΑΛΥΚΩΝ,ΖΑΚΥΝΘΟΥ,ΙΟΝΙΩΝ ΝΗΣΩΝ,ΠΡΩΤ. ΔΗΜΟΥ
29090,ΚΑΤΑΣΤΑΡΙ,ΑΛΥΚΩΝ,ΖΑΚΥΝΘΟΥ,ΙΟΝΙΩΝ ΝΗΣΩΝ,ΠΡΩΤ. ΔΗΜΟΥ
29092,ΠΑΝΤΟΚΡΑΤΩΡ,ΛΑΓΑΝΑ,ΖΑΚΥΝΘΟΥ,ΙΟΝΙΩΝ ΝΗΣΩΝ,ΠΡΩΤ. ΔΗΜΟΥ
29092,ΠΑΝΤΟΚΡΑΤΩΡ,ΛΑΓΑΝΑ,ΖΑΚΥΝΘΟΥ,ΙΟΝΙΩΝ ΝΗΣΩΝ,ΠΡΩΤ. ΔΗΜΟΥ
29092,ΠΑΝΤΟΚΡΑΤΩΡ,ΛΑΓΑΝΑ,ΖΑΚΥΝΘΟΥ,ΙΟΝΙΩΝ ΝΗΣΩΝ,ΠΡΩΤ. ΔΗΜΟΥ
29100,ΖΑΚΥΝΘΟΣ,ΖΑΚΥΝΘΙΩΝ,ΖΑΚΥΝΘΟΥ,ΙΟΝΙΩΝ ΝΗΣΩΝ,ΠΡΩΤ. ΝΟΜΟΥ
29100,ΖΑΚΥΝΘΟΣ,ΖΑΚΥΝΘΙΩΝ,ΖΑΚΥΝΘΟΥ,ΙΟΝΙΩΝ ΝΗΣΩΝ,ΠΡΩΤ. ΝΟΜΟΥ
30001,ΝΕΟΧΩΡΙ,ΟΙΝΙΑΔΩΝ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΔΗΜΟΥ
30001,ΝΕΟΧΩΡΙ,ΟΙΝΙΑΔΩΝ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΔΗΜΟΥ
30001,ΝΕΟΧΩΡΙ,ΟΙΝΙΑΔΩΝ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΔΗΜΟΥ
30001,ΝΕΟΧΩΡΙ,ΟΙΝΙΑΔΩΝ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΔΗΜΟΥ
30001,ΝΕΟΧΩΡΙ,ΟΙΝΙΑΔΩΝ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΔΗΜΟΥ
30001,ΝΕΟΧΩΡΙ,ΟΙΝΙΑΔΩΝ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΔΗΜΟΥ
30001,ΝΕΟΧΩΡΙ,ΟΙΝΙΑΔΩΝ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΔΗΜΟΥ
30002,ΒΟΝΙΤΣΑ,ΑΝΑΚΤΟΡΙΟΥ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΔΗΜΟΥ
30003,ΠΑΝΑΙΤΩΛΙΟ,ΘΕΣΤΙΕΩΝ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΔΗΜ. ΔΙΑΜΕΡ.
30004,ΚΑΤΟΥΝΑ,ΜΕΔΕΩΝΟΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΔΗΜΟΥ
30005,ΚΑΙΝΟΥΡΓΙΟ,ΘΕΣΤΙΕΩΝ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΔΗΜΟΥ
30006,ΑΣΤΑΚΟΣ,ΑΣΤΑΚΟΥ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΔΗΜΟΥ
30008,ΘΕΡΜΟ,ΘΕΡΜΟΥ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΔΗΜΟΥ
30009,ΦΥΤΕΙΕΣ,ΦΥΤΕΙΩΝ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΔΗΜΟΥ
30010,ΠΑΡΑΒΟΛΑ,ΠΑΡΑΒΟΛΑΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΔΗΜΟΥ
30011,ΠΑΠΠΑΔΑΤΕΣ,ΑΡΑΚΥΝΘΟΥ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΔΗΜΟΥ
30012,ΠΑΛΑΙΡΟΣ,ΠΑΛΑΙΡΟΥ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΔΗΜΟΥ
30012,ΠΑΛΑΙΡΟΣ,ΠΑΛΑΙΡΟΥ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΔΗΜΟΥ
30014,ΓΑΛΑΤΑΣ,ΧΑΛΚΕΙΑΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΔΗΜ. ΔΙΑΜΕΡ.
30015,ΓΑΒΑΛΟΥ,ΜΑΚΡΥΝΕΙΑΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΡΩΤ. ΔΗΜΟΥ
